fact_table_natural_key (txn_id),accm_txn_complete_time
CA-2016-152408,2022-05-13 01:44:37
CA-2016-152457,2022-05-12 05:26:28
CA-2016-152471,2022-05-14 01:52:57
CA-2016-152520,2022-05-12 21:35:43
CA-2016-152534,2022-05-14 21:26:12
CA-2016-152555,2022-05-10 20:09:23
CA-2016-152632,2022-05-15 08:36:45
CA-2016-152646,2022-05-13 16:21:45
CA-2016-152688,2022-05-11 21:10:35
CA-2016-152730,2022-05-13 15:37:03
CA-2016-152765,2022-05-14 03:49:45
CA-2016-152800,2022-05-14 05:03:39
CA-2016-152814,2022-05-10 23:09:03
CA-2016-152940,2022-05-10 21:05:50
CA-2016-153101,2022-05-11 18:23:45
CA-2016-153157,2022-05-13 00:33:20
CA-2016-153178,2022-05-15 06:30:26
CA-2016-153185,2022-05-12 15:23:28
CA-2016-153269,2022-05-14 23:19:42
CA-2016-153318,2022-05-13 19:33:47
CA-2016-153346,2022-05-12 06:52:09
CA-2016-153353,2022-05-11 13:50:22
CA-2016-153577,2022-05-14 01:31:18
CA-2016-153598,2022-05-13 11:47:34
CA-2016-153661,2022-05-14 15:59:26
CA-2016-153682,2022-05-11 08:59:11
CA-2016-153836,2022-05-12 14:28:53
CA-2016-154018,2022-05-13 10:58:46
CA-2016-154053,2022-05-14 18:10:14
CA-2016-154060,2022-05-13 02:16:39
CA-2016-154067,2022-05-11 01:04:41
CA-2016-154081,2022-05-13 19:16:20
CA-2016-154235,2022-05-14 05:59:05
CA-2016-154403,2022-05-13 10:08:13
CA-2016-154508,2022-05-12 04:26:10
CA-2016-154536,2022-05-12 18:44:00
CA-2016-154662,2022-05-11 14:42:12
CA-2016-154690,2022-05-11 21:09:20
CA-2016-154711,2022-05-12 13:03:49
CA-2016-154739,2022-05-13 17:14:42
CA-2016-154767,2022-05-10 17:50:27
CA-2016-154788,2022-05-13 14:03:25
CA-2016-154998,2022-05-14 04:42:37
CA-2016-155005,2022-05-10 12:05:15
CA-2016-155033,2022-05-13 20:26:46
CA-2016-155138,2022-05-13 16:58:43
CA-2016-155166,2022-05-14 02:05:41
CA-2016-155187,2022-05-10 17:38:10
CA-2016-155383,2022-05-14 22:26:51
CA-2016-155439,2022-05-14 16:52:26
CA-2016-155446,2022-05-13 02:41:47
CA-2016-155474,2022-05-11 15:51:25
CA-2016-155481,2022-05-13 17:51:38
CA-2016-155488,2022-05-15 02:38:02
CA-2016-155516,2022-05-11 22:23:29
CA-2016-155530,2022-05-12 15:43:00
CA-2016-155551,2022-05-11 19:42:34
CA-2016-155565,2022-05-10 15:21:11
CA-2016-155670,2022-05-12 09:40:37
CA-2016-155747,2022-05-13 00:40:04
CA-2016-155845,2022-05-14 05:08:32
CA-2016-155978,2022-05-12 04:16:10
CA-2016-155992,2022-05-13 19:01:00
CA-2016-156251,2022-05-13 03:22:38
CA-2016-156265,2022-05-11 14:30:12
CA-2016-156300,2022-05-10 14:54:42
CA-2016-156503,2022-05-12 05:35:07
CA-2016-156573,2022-05-12 06:00:48
CA-2016-156685,2022-05-15 00:50:59
CA-2016-156748,2022-05-14 07:22:17
CA-2016-156811,2022-05-14 18:42:08
CA-2016-157000,2022-05-12 00:26:25
CA-2016-157161,2022-05-11 12:13:09
CA-2016-157217,2022-05-15 01:10:17
CA-2016-157245,2022-05-13 21:06:42
CA-2016-157259,2022-05-10 20:35:48
CA-2016-157266,2022-05-12 01:03:38
CA-2016-157280,2022-05-13 00:37:51
CA-2016-157336,2022-05-10 15:20:55
CA-2016-157364,2022-05-13 02:34:04
CA-2016-157511,2022-05-10 22:38:48
CA-2016-157588,2022-05-12 02:57:08
CA-2016-157686,2022-05-13 12:14:52
CA-2016-157707,2022-05-10 15:06:25
CA-2016-157714,2022-05-12 16:31:22
CA-2016-157742,2022-05-14 04:32:53
CA-2016-157749,2022-05-13 05:51:03
CA-2016-157763,2022-05-15 08:40:05
CA-2016-157791,2022-05-12 17:45:42
CA-2016-157868,2022-05-15 02:39:14
CA-2016-158001,2022-05-13 22:38:40
CA-2016-158043,2022-05-13 08:23:54
CA-2016-158099,2022-05-12 10:02:27
CA-2016-158155,2022-05-15 07:45:53
CA-2016-158211,2022-05-13 17:06:21
CA-2016-158260,2022-05-11 06:18:35
CA-2016-158302,2022-05-14 18:08:12
CA-2016-158358,2022-05-14 03:48:27
CA-2016-158435,2022-05-14 18:39:59
CA-2016-158547,2022-05-11 14:15:50
CA-2016-158568,2022-05-12 15:08:02
CA-2016-158575,2022-05-10 12:08:33
CA-2016-158610,2022-05-12 03:46:44
CA-2016-158617,2022-05-11 08:05:14
CA-2016-158694,2022-05-15 03:10:15
CA-2016-158778,2022-05-13 08:14:53
CA-2016-158806,2022-05-13 08:23:53
CA-2016-158834,2022-05-11 16:07:41
CA-2016-158841,2022-05-14 23:23:33
CA-2016-158869,2022-05-11 08:40:58
CA-2016-158925,2022-05-14 23:23:38
CA-2016-159009,2022-05-12 22:29:47
CA-2016-159016,2022-05-12 18:07:40
CA-2016-159023,2022-05-14 06:49:26
CA-2016-159142,2022-05-14 06:29:32
CA-2016-159212,2022-05-15 03:18:25
CA-2016-159345,2022-05-13 12:36:36
CA-2016-159373,2022-05-14 16:00:40
CA-2016-159639,2022-05-10 22:00:43
CA-2016-159653,2022-05-11 16:32:57
CA-2016-159695,2022-05-14 10:55:03
CA-2016-159730,2022-05-14 15:33:43
CA-2016-159737,2022-05-14 02:53:52
CA-2016-159765,2022-05-13 15:41:40
CA-2016-159891,2022-05-14 01:25:33
CA-2016-159912,2022-05-14 18:37:49
CA-2016-159940,2022-05-11 13:25:35
CA-2016-159989,2022-05-11 09:05:31
CA-2016-160108,2022-05-14 04:13:13
CA-2016-160129,2022-05-11 14:58:42
CA-2016-160136,2022-05-13 19:34:42
CA-2016-160220,2022-05-14 13:04:52
CA-2016-160234,2022-05-14 03:48:13
CA-2016-160241,2022-05-11 20:51:52
CA-2016-160304,2022-05-12 08:02:33
CA-2016-160479,2022-05-13 13:22:25
CA-2016-160486,2022-05-14 16:06:47
CA-2016-160500,2022-05-11 02:11:43
CA-2016-160535,2022-05-12 12:39:30
CA-2016-160598,2022-05-10 23:13:06
CA-2016-160717,2022-05-13 06:34:45
CA-2016-160745,2022-05-12 04:35:01
CA-2016-160815,2022-05-11 09:13:38
CA-2016-160941,2022-05-12 13:11:18
CA-2016-161025,2022-05-13 15:24:50
CA-2016-161095,2022-05-12 10:34:34
CA-2016-161158,2022-05-13 07:45:11
CA-2016-161207,2022-05-11 06:52:50
CA-2016-161361,2022-05-12 22:17:51
CA-2016-161389,2022-05-13 15:25:43
CA-2016-161473,2022-05-10 18:03:59
CA-2016-161543,2022-05-12 04:54:07
CA-2016-161662,2022-05-15 00:16:07
CA-2016-161669,2022-05-12 05:56:55
CA-2016-161676,2022-05-12 02:27:55
CA-2016-161746,2022-05-15 08:20:03
CA-2016-161781,2022-05-11 11:24:48
CA-2016-161816,2022-05-10 23:48:01
CA-2016-161907,2022-05-11 00:10:43
CA-2016-161928,2022-05-13 05:50:53
CA-2016-162082,2022-05-11 11:26:32
CA-2016-162110,2022-05-11 03:42:46
CA-2016-162138,2022-05-15 07:55:00
CA-2016-162159,2022-05-10 18:27:17
CA-2016-162187,2022-05-11 10:39:21
CA-2016-162222,2022-05-14 12:56:17
CA-2016-162236,2022-05-12 01:00:48
CA-2016-162313,2022-05-14 15:27:24
CA-2016-162348,2022-05-14 04:39:52
CA-2016-162355,2022-05-12 13:08:24
CA-2016-162383,2022-05-12 20:44:27
CA-2016-162390,2022-05-13 11:25:06
CA-2016-162404,2022-05-10 20:01:21
CA-2016-162614,2022-05-11 05:00:46
CA-2016-162726,2022-05-13 00:53:49
CA-2016-162733,2022-05-15 02:54:11
CA-2016-162747,2022-05-12 05:51:25
CA-2016-162901,2022-05-12 03:33:19
CA-2016-162943,2022-05-15 01:08:52
CA-2016-163048,2022-05-15 01:22:15
CA-2016-163153,2022-05-13 01:35:15
CA-2016-163167,2022-05-13 13:41:53
CA-2016-163174,2022-05-14 16:06:10
CA-2016-163202,2022-05-12 00:34:26
CA-2016-163216,2022-05-11 03:11:33
CA-2016-163328,2022-05-12 01:06:25
CA-2016-163384,2022-05-13 15:25:35
CA-2016-163398,2022-05-14 03:36:49
CA-2016-163573,2022-05-14 07:04:57
CA-2016-163594,2022-05-13 04:28:00
CA-2016-163636,2022-05-15 07:54:31
CA-2016-163755,2022-05-11 14:43:32
CA-2016-163776,2022-05-12 05:47:24
CA-2016-163804,2022-05-12 17:37:01
CA-2016-163937,2022-05-13 05:52:28
CA-2016-163951,2022-05-14 14:38:52
CA-2016-163972,2022-05-11 14:09:17
CA-2016-163986,2022-05-11 22:47:59
CA-2016-164035,2022-05-14 09:12:50
CA-2016-164091,2022-05-12 13:59:35
CA-2016-164154,2022-05-13 08:15:57
CA-2016-164350,2022-05-12 14:55:41
CA-2016-164399,2022-05-15 03:36:38
CA-2016-164483,2022-05-13 12:51:29
CA-2016-164490,2022-05-13 15:59:36
CA-2016-164511,2022-05-14 08:29:32
CA-2016-164574,2022-05-11 21:14:31
CA-2016-164637,2022-05-11 01:36:55
CA-2016-164672,2022-05-13 11:06:44
CA-2016-164735,2022-05-11 22:03:24
CA-2016-164770,2022-05-15 08:08:53
CA-2016-164784,2022-05-11 19:05:41
CA-2016-164889,2022-05-13 13:58:43
CA-2016-164896,2022-05-15 02:03:48
CA-2016-164924,2022-05-10 21:24:19
CA-2016-164938,2022-05-11 10:21:12
CA-2016-165015,2022-05-11 03:42:34
CA-2016-165148,2022-05-12 11:25:54
CA-2016-165169,2022-05-12 04:36:43
CA-2016-165218,2022-05-14 13:20:41
CA-2016-165316,2022-05-12 12:52:45
CA-2016-165330,2022-05-11 07:24:05
CA-2016-165470,2022-05-10 17:43:47
CA-2016-165484,2022-05-15 02:37:03
CA-2016-165561,2022-05-12 15:28:03
CA-2016-165673,2022-05-12 00:00:05
CA-2016-165820,2022-05-13 10:59:52
CA-2016-165827,2022-05-11 06:57:35
CA-2016-165848,2022-05-14 20:39:53
CA-2016-165918,2022-05-10 12:20:10
CA-2016-165995,2022-05-11 01:19:09
CA-2016-166163,2022-05-13 17:23:15
CA-2016-166226,2022-05-10 13:48:36
CA-2016-166240,2022-05-14 12:01:07
CA-2016-166275,2022-05-11 12:32:09
CA-2016-166282,2022-05-11 13:14:01
CA-2016-166373,2022-05-13 10:13:17
CA-2016-166380,2022-05-15 00:35:50
CA-2016-166429,2022-05-13 05:55:32
CA-2016-166443,2022-05-12 13:34:18
CA-2016-166485,2022-05-11 15:33:55
CA-2016-166618,2022-05-10 23:42:14
CA-2016-166625,2022-05-10 15:08:57
CA-2016-166653,2022-05-14 14:04:59
CA-2016-166674,2022-05-13 20:42:26
CA-2016-166772,2022-05-12 14:51:21
CA-2016-166912,2022-05-13 19:29:57
CA-2016-167115,2022-05-13 11:56:52
CA-2016-167241,2022-05-10 18:44:44
CA-2016-167290,2022-05-10 21:27:24
CA-2016-167416,2022-05-13 14:01:45
CA-2016-167507,2022-05-14 06:46:16
CA-2016-167556,2022-05-13 06:30:42
CA-2016-167584,2022-05-11 13:03:43
CA-2016-167605,2022-05-15 03:19:51
CA-2016-167682,2022-05-13 15:08:57
CA-2016-167759,2022-05-12 02:38:07
CA-2016-167983,2022-05-14 00:12:40
CA-2016-168032,2022-05-11 12:45:34
CA-2016-168046,2022-05-10 14:51:39
CA-2016-168081,2022-05-11 18:29:48
CA-2016-168354,2022-05-14 09:44:14
CA-2016-168361,2022-05-13 23:12:06
CA-2016-168536,2022-05-12 09:59:27
CA-2016-168543,2022-05-11 10:43:50
CA-2016-168557,2022-05-12 04:19:29
CA-2016-168753,2022-05-12 13:02:47
CA-2016-168774,2022-05-11 10:36:57
CA-2016-168830,2022-05-13 04:53:11
CA-2016-168844,2022-05-11 12:53:11
CA-2016-168893,2022-05-14 22:34:07
CA-2016-168921,2022-05-13 23:23:46
CA-2016-168956,2022-05-14 15:42:54
CA-2016-169026,2022-05-12 11:48:45
CA-2016-169103,2022-05-11 12:44:05
CA-2016-169166,2022-05-12 08:03:47
CA-2016-169194,2022-05-11 13:44:36
CA-2016-169215,2022-05-12 22:04:48
CA-2016-169334,2022-05-13 23:26:26
CA-2016-169663,2022-05-10 17:39:44
CA-2016-169670,2022-05-10 23:34:53
CA-2016-169824,2022-05-12 06:13:54
CA-2016-169838,2022-05-14 21:32:35
CA-2016-169887,2022-05-11 15:27:26
CA-2016-169922,2022-05-14 15:49:28
CA-2016-169943,2022-05-12 15:14:42
CA-2016-169957,2022-05-14 10:53:04
CA-2016-169971,2022-05-12 19:57:49
CA-2017-100013,2022-05-11 19:59:27
CA-2017-100055,2022-05-13 03:39:13
CA-2017-100097,2022-05-15 03:29:18
CA-2017-100111,2022-05-13 07:16:34
CA-2017-100160,2022-05-13 02:49:34
CA-2017-100202,2022-05-12 13:34:00
CA-2017-100223,2022-05-11 03:25:01
CA-2017-100230,2022-05-11 09:51:52
CA-2017-100237,2022-05-11 07:02:58
CA-2017-100314,2022-05-10 23:15:55
CA-2017-100335,2022-05-12 16:46:05
CA-2017-100356,2022-05-14 14:24:04
CA-2017-100384,2022-05-13 10:57:53
CA-2017-100412,2022-05-12 19:32:04
CA-2017-100426,2022-05-10 19:23:20
CA-2017-100433,2022-05-13 18:32:34
CA-2017-100524,2022-05-14 11:59:39
CA-2017-100580,2022-05-11 03:59:06
CA-2017-100601,2022-05-13 03:25:37
CA-2017-100615,2022-05-10 15:39:25
CA-2017-100622,2022-05-11 15:36:47
CA-2017-100636,2022-05-10 13:58:35
CA-2017-100650,2022-05-13 17:29:07
CA-2017-100748,2022-05-10 19:18:02
CA-2017-100783,2022-05-12 19:57:47
CA-2017-100811,2022-05-11 15:33:04
CA-2017-100825,2022-05-13 00:17:09
CA-2017-100902,2022-05-14 14:24:53
CA-2017-100951,2022-05-13 10:51:15
CA-2017-101014,2022-05-11 17:50:31
CA-2017-101042,2022-05-15 07:18:53
CA-2017-101049,2022-05-13 02:32:05
CA-2017-101077,2022-05-14 06:17:33
CA-2017-101182,2022-05-13 02:12:38
CA-2017-101210,2022-05-12 02:15:12
CA-2017-101245,2022-05-13 00:20:27
CA-2017-101273,2022-05-12 16:18:06
CA-2017-101308,2022-05-14 08:24:32
CA-2017-101322,2022-05-12 12:41:00
CA-2017-101434,2022-05-12 09:15:08
CA-2017-101483,2022-05-12 21:23:26
CA-2017-101574,2022-05-12 11:59:29
CA-2017-101581,2022-05-12 22:00:40
CA-2017-101637,2022-05-12 17:43:11
CA-2017-101665,2022-05-14 09:49:43
CA-2017-101700,2022-05-11 08:04:34
CA-2017-101728,2022-05-12 16:16:27
CA-2017-101749,2022-05-13 03:52:47
CA-2017-101798,2022-05-15 08:54:50
CA-2017-101805,2022-05-12 01:19:22
CA-2017-101945,2022-05-14 10:31:30
CA-2017-101959,2022-05-11 17:20:18
CA-2017-102099,2022-05-13 11:20:16
CA-2017-102155,2022-05-13 07:45:06
CA-2017-102197,2022-05-11 07:24:43
CA-2017-102204,2022-05-11 03:00:21
CA-2017-102218,2022-05-15 00:28:24
CA-2017-102267,2022-05-13 02:09:48
CA-2017-102309,2022-05-14 08:03:18
CA-2017-102337,2022-05-14 06:06:20
CA-2017-102379,2022-05-10 12:03:49
CA-2017-102407,2022-05-12 00:26:39
CA-2017-102414,2022-05-14 13:44:03
CA-2017-102519,2022-05-13 11:50:21
CA-2017-102554,2022-05-12 16:10:59
CA-2017-102610,2022-05-14 00:24:10
CA-2017-102659,2022-05-11 19:47:29
CA-2017-102729,2022-05-10 17:57:55
CA-2017-102736,2022-05-13 18:05:49
CA-2017-102750,2022-05-10 21:44:56
CA-2017-102771,2022-05-13 22:18:11
CA-2017-102820,2022-05-12 17:26:42
CA-2017-102834,2022-05-13 03:54:32
CA-2017-102925,2022-05-15 00:44:14
CA-2017-102946,2022-05-12 00:48:37
CA-2017-102967,2022-05-13 04:15:16
CA-2017-102974,2022-05-14 16:52:33
CA-2017-103009,2022-05-12 19:57:59
CA-2017-103065,2022-05-14 03:59:19
CA-2017-103156,2022-05-13 08:22:52
CA-2017-103212,2022-05-15 06:11:48
CA-2017-103352,2022-05-11 07:32:51
CA-2017-103380,2022-05-14 01:51:46
CA-2017-103415,2022-05-12 06:33:45
CA-2017-103443,2022-05-11 04:55:55
CA-2017-103478,2022-05-12 02:42:16
CA-2017-103499,2022-05-13 06:09:22
CA-2017-103506,2022-05-14 20:08:35
CA-2017-103520,2022-05-12 18:43:27
CA-2017-103611,2022-05-10 20:56:18
CA-2017-103765,2022-05-12 09:36:31
CA-2017-103877,2022-05-13 01:07:25
CA-2017-103968,2022-05-11 04:02:03
CA-2017-104003,2022-05-12 11:25:50
CA-2017-104010,2022-05-10 18:06:34
CA-2017-104024,2022-05-12 09:08:18
CA-2017-104066,2022-05-12 17:08:07
CA-2017-104080,2022-05-15 01:02:56
CA-2017-104108,2022-05-13 05:53:58
CA-2017-104136,2022-05-10 17:46:55
CA-2017-104220,2022-05-14 21:26:47
CA-2017-104318,2022-05-15 06:56:21
CA-2017-104381,2022-05-12 13:44:27
CA-2017-104388,2022-05-14 06:52:16
CA-2017-104577,2022-05-15 00:17:59
CA-2017-104619,2022-05-15 01:41:15
CA-2017-104640,2022-05-15 04:53:32
CA-2017-104647,2022-05-14 17:12:25
CA-2017-104731,2022-05-12 11:09:39
CA-2017-104745,2022-05-10 15:22:44
CA-2017-104801,2022-05-12 00:36:37
CA-2017-104822,2022-05-15 08:46:03
CA-2017-104850,2022-05-14 21:00:13
CA-2017-104864,2022-05-14 23:52:02
CA-2017-104885,2022-05-15 07:02:41
CA-2017-104906,2022-05-11 16:14:46
CA-2017-104913,2022-05-12 17:03:43
CA-2017-104927,2022-05-12 06:13:40
CA-2017-105053,2022-05-12 21:34:19
CA-2017-105074,2022-05-10 15:09:14
CA-2017-105130,2022-05-12 07:52:34
CA-2017-105144,2022-05-14 04:11:42
CA-2017-105193,2022-05-14 04:43:08
CA-2017-105214,2022-05-15 03:50:22
CA-2017-105235,2022-05-15 04:23:27
CA-2017-105326,2022-05-11 03:16:06
CA-2017-105333,2022-05-11 01:37:30
CA-2017-105410,2022-05-10 18:31:20
CA-2017-105445,2022-05-14 11:22:34
CA-2017-105480,2022-05-12 23:27:06
CA-2017-105487,2022-05-14 15:38:50
CA-2017-105543,2022-05-12 21:09:43
CA-2017-105620,2022-05-13 21:03:27
CA-2017-105669,2022-05-12 13:12:11
CA-2017-105809,2022-05-11 03:22:24
CA-2017-105823,2022-05-13 06:27:11
CA-2017-105851,2022-05-10 22:57:52
CA-2017-105886,2022-05-14 01:43:47
CA-2017-105914,2022-05-12 21:47:33
CA-2017-105921,2022-05-12 15:47:42
CA-2017-105991,2022-05-13 22:53:11
CA-2017-106033,2022-05-11 15:51:11
CA-2017-106047,2022-05-11 17:58:41
CA-2017-106068,2022-05-11 10:45:03
CA-2017-106103,2022-05-13 07:05:21
CA-2017-106180,2022-05-13 00:37:23
CA-2017-106355,2022-05-11 14:34:23
CA-2017-106432,2022-05-11 20:53:08
CA-2017-106537,2022-05-15 04:57:58
CA-2017-106691,2022-05-14 00:13:29
CA-2017-106747,2022-05-12 23:21:30
CA-2017-106782,2022-05-10 13:01:58
CA-2017-106824,2022-05-10 17:30:10
CA-2017-106831,2022-05-10 21:26:31
CA-2017-106852,2022-05-10 18:06:50
CA-2017-106859,2022-05-13 22:10:13
CA-2017-106943,2022-05-11 23:17:03
CA-2017-106964,2022-05-12 03:24:55
CA-2017-107125,2022-05-12 14:38:23
CA-2017-107132,2022-05-15 03:12:14
CA-2017-107167,2022-05-12 07:31:29
CA-2017-107174,2022-05-11 01:24:15
CA-2017-107209,2022-05-11 18:44:59
CA-2017-107244,2022-05-11 09:12:21
CA-2017-107265,2022-05-13 16:09:00
CA-2017-107293,2022-05-11 15:33:56
CA-2017-107314,2022-05-10 21:07:42
CA-2017-107321,2022-05-13 11:53:10
CA-2017-107342,2022-05-14 20:43:26
CA-2017-107461,2022-05-13 13:48:14
CA-2017-107503,2022-05-13 04:12:23
CA-2017-107517,2022-05-13 11:35:09
CA-2017-107552,2022-05-14 15:59:19
CA-2017-107629,2022-05-10 15:59:44
CA-2017-107713,2022-05-10 12:33:02
CA-2017-107720,2022-05-12 23:26:04
CA-2017-107727,2022-05-12 16:37:52
CA-2017-107748,2022-05-14 13:32:37
CA-2017-107797,2022-05-13 14:06:03
CA-2017-107825,2022-05-11 04:26:53
CA-2017-107832,2022-05-12 00:30:29
CA-2017-107853,2022-05-10 14:58:13
CA-2017-107874,2022-05-11 03:17:24
CA-2017-107909,2022-05-14 23:05:11
CA-2017-107958,2022-05-14 07:25:14
CA-2017-107986,2022-05-11 04:36:20
CA-2017-108000,2022-05-11 01:04:54
CA-2017-108035,2022-05-10 17:40:51
CA-2017-108070,2022-05-10 14:23:40
CA-2017-108091,2022-05-14 09:12:10
CA-2017-108112,2022-05-12 04:42:53
CA-2017-108287,2022-05-14 13:14:22
CA-2017-108294,2022-05-11 03:13:01
CA-2017-108322,2022-05-12 16:22:07
CA-2017-108329,2022-05-11 03:36:26
CA-2017-108441,2022-05-14 17:21:14
CA-2017-108539,2022-05-12 13:38:10
CA-2017-108553,2022-05-10 18:08:53
CA-2017-108560,2022-05-13 11:41:48
CA-2017-108574,2022-05-15 00:28:08
CA-2017-108749,2022-05-12 09:12:47
CA-2017-108756,2022-05-15 05:41:15
CA-2017-108791,2022-05-15 02:22:57
CA-2017-108854,2022-05-11 21:10:00
CA-2017-108910,2022-05-11 12:54:22
CA-2017-108931,2022-05-10 12:36:07
CA-2017-109085,2022-05-12 04:07:49
CA-2017-109099,2022-05-14 10:35:33
CA-2017-109183,2022-05-11 01:19:41
CA-2017-109211,2022-05-11 16:08:12
CA-2017-109393,2022-05-14 14:12:03
CA-2017-109589,2022-05-13 23:25:32
CA-2017-109701,2022-05-14 15:21:37
CA-2017-109715,2022-05-12 04:47:10
CA-2017-109750,2022-05-13 00:16:33
CA-2017-109757,2022-05-11 20:20:01
CA-2017-109778,2022-05-11 01:51:45
CA-2017-109946,2022-05-14 16:13:16
CA-2017-109960,2022-05-12 00:40:54
CA-2017-110198,2022-05-14 13:20:25
CA-2017-110212,2022-05-13 19:39:12
CA-2017-110310,2022-05-11 19:35:52
CA-2017-110373,2022-05-12 01:48:32
CA-2017-110380,2022-05-14 11:02:44
CA-2017-110429,2022-05-11 10:03:56
CA-2017-110443,2022-05-12 02:19:44
CA-2017-110478,2022-05-12 23:37:39
CA-2017-110625,2022-05-12 08:09:42
CA-2017-110821,2022-05-14 22:44:36
CA-2017-110842,2022-05-13 19:07:16
CA-2017-110884,2022-05-14 23:47:10
CA-2017-110905,2022-05-14 22:23:55
CA-2017-110926,2022-05-14 14:38:29
CA-2017-110940,2022-05-12 21:49:44
CA-2017-111178,2022-05-14 09:07:41
CA-2017-111220,2022-05-13 08:44:07
CA-2017-111262,2022-05-13 22:11:34
CA-2017-111269,2022-05-11 14:45:29
CA-2017-111332,2022-05-12 19:17:15
CA-2017-111374,2022-05-11 04:38:58
CA-2017-111388,2022-05-11 12:36:34
CA-2017-111556,2022-05-10 17:16:00
CA-2017-111577,2022-05-11 15:00:16
CA-2017-111591,2022-05-12 05:24:47
CA-2017-111647,2022-05-11 05:51:58
CA-2017-111689,2022-05-10 23:25:55
CA-2017-111717,2022-05-12 13:22:28
CA-2017-111738,2022-05-12 09:39:34
CA-2017-111759,2022-05-12 07:17:05
CA-2017-111808,2022-05-10 22:04:23
CA-2017-111815,2022-05-11 22:25:25
CA-2017-112004,2022-05-11 09:54:22
CA-2017-112039,2022-05-11 02:10:43
CA-2017-112172,2022-05-14 01:28:49
CA-2017-112333,2022-05-14 04:06:54
CA-2017-112431,2022-05-13 08:41:57
CA-2017-112473,2022-05-14 07:45:56
CA-2017-112487,2022-05-11 17:18:43
CA-2017-112515,2022-05-14 23:37:52
CA-2017-112529,2022-05-12 19:45:02
CA-2017-112536,2022-05-13 04:50:23
CA-2017-112725,2022-05-15 08:00:53
CA-2017-112753,2022-05-11 00:46:03
CA-2017-112774,2022-05-14 12:03:53
CA-2017-112809,2022-05-12 17:48:26
CA-2017-112844,2022-05-14 22:50:24
CA-2017-112865,2022-05-13 05:05:42
CA-2017-112900,2022-05-13 10:18:03
CA-2017-112956,2022-05-11 02:15:13
CA-2017-112984,2022-05-12 02:18:05
CA-2017-113075,2022-05-11 01:54:46
CA-2017-113208,2022-05-13 01:54:49
CA-2017-113278,2022-05-14 05:26:38
CA-2017-113355,2022-05-13 14:32:20
CA-2017-113418,2022-05-12 10:11:32
CA-2017-113453,2022-05-10 14:03:55
CA-2017-113460,2022-05-14 03:16:00
CA-2017-113474,2022-05-13 09:29:00
CA-2017-113481,2022-05-14 12:09:48
CA-2017-113530,2022-05-14 10:22:41
CA-2017-113558,2022-05-12 00:38:38
CA-2017-113572,2022-05-12 16:12:39
CA-2017-113670,2022-05-10 21:59:07
CA-2017-113705,2022-05-13 11:34:48
CA-2017-113873,2022-05-11 13:26:43
CA-2017-113908,2022-05-14 13:28:50
CA-2017-114055,2022-05-14 21:03:24
CA-2017-114216,2022-05-11 03:44:52
CA-2017-114258,2022-05-11 12:22:58
CA-2017-114370,2022-05-14 15:43:15
CA-2017-114412,2022-05-14 05:40:23
CA-2017-114440,2022-05-11 06:40:15
CA-2017-114524,2022-05-11 11:07:26
CA-2017-114552,2022-05-15 08:26:10
CA-2017-114636,2022-05-14 22:49:45
CA-2017-114804,2022-05-11 08:13:27
CA-2017-115070,2022-05-12 13:11:32
CA-2017-115105,2022-05-12 22:37:15
CA-2017-115119,2022-05-10 21:29:23
CA-2017-115154,2022-05-12 07:53:26
CA-2017-115175,2022-05-10 12:03:51
CA-2017-115322,2022-05-11 20:23:59
CA-2017-115364,2022-05-13 18:40:41
CA-2017-115427,2022-05-10 12:36:45
CA-2017-115448,2022-05-11 01:20:05
CA-2017-115546,2022-05-10 21:14:03
CA-2017-115602,2022-05-14 13:29:52
CA-2017-115651,2022-05-14 22:43:05
CA-2017-115777,2022-05-14 02:02:59
CA-2017-115805,2022-05-12 18:44:22
CA-2017-115882,2022-05-11 02:01:18
CA-2017-115931,2022-05-15 04:33:28
CA-2017-115994,2022-05-13 03:09:42
CA-2017-116113,2022-05-11 03:03:35
CA-2017-116127,2022-05-12 15:01:42
CA-2017-116204,2022-05-11 22:21:08
CA-2017-116225,2022-05-12 11:34:35
CA-2017-116288,2022-05-14 21:33:49
CA-2017-116358,2022-05-14 08:58:38
CA-2017-116498,2022-05-14 11:01:33
CA-2017-116519,2022-05-13 20:34:34
CA-2017-116645,2022-05-10 17:00:41
CA-2017-116680,2022-05-13 14:45:41
CA-2017-116715,2022-05-13 04:26:17
CA-2017-116855,2022-05-10 16:57:52
CA-2017-116939,2022-05-13 01:26:35
CA-2017-116946,2022-05-12 19:49:01
CA-2017-116953,2022-05-12 14:45:07
CA-2017-116988,2022-05-13 00:06:24
CA-2017-117009,2022-05-12 01:53:57
CA-2017-117023,2022-05-14 16:51:44
CA-2017-117044,2022-05-15 02:56:42
CA-2017-117079,2022-05-11 18:35:46
CA-2017-117114,2022-05-11 11:58:20
CA-2017-117128,2022-05-13 11:57:36
CA-2017-117156,2022-05-11 09:28:46
CA-2017-117198,2022-05-14 03:21:17
CA-2017-117212,2022-05-12 13:10:46
CA-2017-117240,2022-05-13 19:48:50
CA-2017-117261,2022-05-12 11:29:21
CA-2017-117324,2022-05-14 06:34:05
CA-2017-117394,2022-05-14 01:25:10
CA-2017-117401,2022-05-12 19:32:16
CA-2017-117422,2022-05-11 11:05:00
CA-2017-117436,2022-05-12 13:49:30
CA-2017-117443,2022-05-11 19:36:06
CA-2017-117457,2022-05-12 04:05:33
